PRINCÍPIO ATIVO,CNPJ,LABORATÓRIO,CÓDIGO GGREM,REGISTRO,EAN 1,EAN 2,EAN 3,PRODUTO,APRESENTAÇÃO,CLASSE TERAPÊUTICA,TIPO DE PRODUTO (STATUS DO PRODUTO),REGIME DE PREÇO,PF Sem Impostos,PF 0%,PF 12%,PF 17%,PF 17% ALC,"PF 17,5%","PF 17,5% ALC",PF 18%,PF 18% ALC,PF 20%,PMVG Sem Impostos,PMVG 0%,PMVG 12%,PMVG 17%,PMVG 17% ALC,"PMVG 17,5%","PMVG 17,5% ALC",PMVG 18%,PMVG 18% ALC,RESTRIÇÃO HOSPITALAR,PMVG 20%,CAP,CONFAZ 87,ICMS 0%,ANÁLISE RECURSAL,LISTA DE CONCESSÃO DE CRÉDITO TRIBUTÁRIO (PIS/COFINS),COMERCIALIZAÇÃO 2020,TARJA,Column1,_1,_2,_3,_4,_5,_6,_7,_8
PENICILINA G BENZATINA,17.159.229/0001-76,LABORATÓRIO TEUTO BRASILEIRO S/A,520717100108903,1037001000076,7896112125037,    -,    -,BEPEBEN,1.200.000 UI PO SUS INJ CT FA,J1H1 - PENICILINAS DE PEQUENO E MÉDIO ESPECTROS PURAS,Similar,Regulado,1002,1002,1139,1207,1207,1215,1215,1222,1222,1253,786,786,894,947,947,954,954,959,959,Não,983,Não,Não,Não,,Positiva,Não,Tarja  Vermelha,"","","","","","","","",""
PENTOXIFILINA,57.507.378/0003-65,EMS S/A,507720101114112,1023504960010,7896004700953,    -,    -,PENTOXIFILINA,400 MG COM REV LIB PROL CT BL AL PLAS TRANS X 20  ,"C4A1 - VASOTERAPÊUTICOS CEREBRAIS E PERIFÉRICOS, EXCLUINDO ANTOAGONISTAS DE CÁLCIO COM AÇÃO CEREBRAL",Genérico,Regulado,3027,3027,3440,3647,3647,3669,3669,3691,3691,3784,2375,2375,2699,2862,2862,2879,2879,2896,2896,Não,2969,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,"","","","","","","","",""
PERAMPANEL,68.949.239/0001-46,UNITED MEDICAL LTDA,533220060003317,1257600290044,7898054580233,    -,    -,FYCOMPA,12 MG COM REV CT BL AL PLAS TRANS X 28,N3A - ANTIEPILÉPTICOS,Novo,Regulado,43989,49268,56934,60882,52999,61307,53320,61738,53645,63526,34518,38661,44676,47774,41588,48108,41840,48446,42095,Não,49849,Não,Não,Não,,Negativa,Não,Tarja Vermelha(*),"","","","","","","","",""
PERICIAZINA,10.588.595/0010-92,SANOFI MEDLEY FARMACÊUTICA LTDA.,576720030060317,1832603170018,7896070601543,    -,    -,NEULEPTIL,10 MG COM REV CT BL AL PLAS INC X 20,N5A9 - ANTIPSICÓTICOS CONVENCIONAIS,Novo,Regulado,689,689,783,830,830,835,835,840,840,861,541,541,614,651,651,655,655,659,659,Não,676,Não,Não,Não,,Positiva,Sim,Tarja -(*),"","","","","","","","",""
PERINDOPRIL,42.374.207/0001-76,LABORATÓRIOS SERVIER DO BRASIL LTDA,531300302111316,1127800510023,7898029551046,    -,    -,COVERSYL,4 MG COM CT BL AL PLAS TRANS X 30 + SACHÊ C/ DESSECANTE,C9A - INIBIDORES DA ECA PUROS,Novo,Regulado,6193,6193,7038,7461,7461,7507,7507,7552,7552,7741,4860,4860,5523,5855,5855,5891,5891,5926,5926,Não,6074,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,"","","","","","","","",""
PERINDOPRIL ARGININA;BESILATO DE ANLODIPINO,42.374.207/0001-76,LABORATÓRIOS SERVIER DO BRASIL LTDA,531317040008105,1127800750016,7898029550308,    -,    -,ACERTANLO,"3,5 MG + 2,5 MG COM CT TB PLAS PP OPC X 10",C9B3 - INIBIDORES DA ECA ASSOCIADOS A ANTAGONISTAS DO CÁLCIO (C8),Novo,Regulado,951,1065,1231,1316,1146,1325,1153,1335,1160,1373,746,836,966,1033,899,1040,905,1048,910,Não,1077,Não,Não,Não,,Negativa,Sim,Tarja Vermelha(*),"","","","","","","","",""
PERINDOPRIL ARGININA;INDAPAMIDA,42.374.207/0001-76,LABORATÓRIOS SERVIER DO BRASIL LTDA,531320040009307,1127800770017,7898029550407,    -,    -,ACERTALIX,"(5+1,25) MG COM REV CT TB PLAS PP OPC X 30",C9B1 - INIBIDORES DA ECA ASSOCIADOS A ANTI-HIPERTERSIVOS (C2) E/OU DIURÉTICOS (C3),Novo,Regulado,6493,6493,7378,7823,7823,7870,7870,7918,7918,8116,5095,5095,5790,6139,6139,6176,6176,6213,6213,Não,6369,Não,Não,Não,,Positiva,Sim,Tarja Vermelha(*),"","","","","","","","",""
PERINDOPRIL ARGININA;INDAPAMIDA;BESILATO DE ANLODIPINO,42.374.207/0001-76,LABORATÓRIOS SERVIER DO BRASIL LTDA,531320100011507,1127800840015,7898029550803,    -,    -,TRIPLIXAM,"(5,0 + 1,25 + 5,0) MG COM REV CT FR PLAS PP OPC X 30",C9B3 - INIBIDORES DA ECA ASSOCIADOS A ANTAGONISTAS DO CÁLCIO (C8),Novo,Regulado,3862,4326,4999,5346,4654,5383,4682,5421,4710,5578,3031,3395,3923,4195,3652,4224,3674,4254,3696,Não,4377,Não,Não,Não,,Negativa,Sim,Tarja Vermelha(*),"","","","","","","","",""
PERINDOPRIL ERBUMINA,73.663.650/0001-90,RANBAXY FARMACÊUTICA LTDA,529915604116111,1235202060031,7897076908643,    -,    -,PERINDOPRIL ERBUMINA,4 MG COM CT BL AL/AL X 30,C9A - INIBIDORES DA ECA PUROS,Genérico,Regulado,6159,6159,6999,7420,7420,7465,7465,7511,7511,7699,4833,4833,5492,5822,5822,5858,5858,5894,5894,Não,6041,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),"","","","","","","","",""
PERINDOPRIL;INDAPAMIDA,42.374.207/0001-76,LABORATÓRIOS SERVIER DO BRASIL LTDA,531301901114310,1127800560039,7898029551244,    -,    -,COVERSYL PLUS,"4,0 MG + 1,25 MG COM CT BL AL PLAS INC X 30",C9B1 - INIBIDORES DA ECA ASSOCIADOS A ANTI-HIPERTERSIVOS (C2) E/OU DIURÉTICOS (C3),Novo,Regulado,6496,6496,7382,7827,7827,7874,7874,7922,7922,8120,5097,5097,5793,6142,6142,6179,6179,6216,6216,Não,6372,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,"","","","","","","","",""
PERMETRINA,92.928.951/0001-43,LABORATORIO INDUSTRIAL FARMACÊUTICO LIFAR LTDA,518200401178411,1009200250018,7896313207631,    -,    -,PIO SECTO,10 MG/ML EMU CAPI CT FR PLAS OPC X 60 ML + PENTE,P3A - ECTOPARASITICIDAS INCLUINDO ESCABICIDAS,Similar,Liberado,739,828,957,1023,891,1030,896,1038,902,1068,580,650,751,803,699,808,703,815,708,Não,838,Não,Não,Não,,Negativa,Não,Tarja Venda Livre,"","","","","","","","",""
PERÓXIDO DE BENZOÍLA,44.211.936/0001-37,AVERT LABORATÓRIOS LTDA,534300102166415,1017400460017,7896082900047,    -,    -,ACNASE GEL,50 MG/G GEL CT BG AL X 20 G,D10A - ANTIACNEICOS TÓPICOS,Similar,Liberado,2122,2377,2747,2937,2557,2958,2573,2979,2588,3065,1665,1865,2156,2305,2006,2321,2019,2338,2031,Não,2405,Não,Não,Não,,Negativa,Não,Tarja Venda Livre,"","","","","","","","",""
PERÓXIDO DE BENZOÍLA;CLINDAMICINA,33.247.743/0001-10,GLAXOSMITHKLINE BRASIL LTDA,510620020054317,1010703390034,7896015591670,    -,    -,CLINDOXYL,10 MG/G + 50MG/G GEL CT BG PLAS OPC X 30G,D10A - ANTIACNEICOS TÓPICOS,Novo,Regulado,3237,3625,4189,4480,3900,4511,3923,4543,3947,4674,2540,2845,3287,3515,3060,3540,3078,3565,3097,Não,3668,Não,Não,Não,,Negativa,Sim,Tarja Vermelha (*),"","","","","","","","",""
PERÓXIDO DE BENZOÍLA;ENXOFRE,49.475.833/0001-06,BIOLAB SANUS FARMACÊUTICA LTDA,504118070064017,1097402390049,7896082900351,    -,    -,ACNASE,"(50,00+20,00) MG/G CREM DERM CT BG AL X 25 G",D10A - ANTIACNEICOS TÓPICOS,Similar,Liberado,2215,2481,2867,3066,2669,3087,2685,3109,2701,3199,1738,1947,2250,2406,2094,2422,2107,2440,2119,Não,2510,Não,Não,Não,,Negativa,Sim,Tarja Venda Livre/Sem Tarja (*),"","","","","","","","",""
PEROXIDO DE BENZOILA;PERÓXIDO DE BENZOÍLA;CLINDAMICINA,33.247.743/0001-10,GLAXOSMITHKLINE BRASIL LTDA,510620020054217,1010703390018,7896015591687,    -,    -,CLINDOXYL,10 MG/G + 50MG/G GEL CT BG PLAS OPC X 45G,D10A - ANTIACNEICOS TÓPICOS,Novo,Regulado,4635,5191,5999,6415,5584,6459,5618,6505,5652,6693,3637,4073,4707,5034,4382,5068,4408,5104,4435,Não,5252,Não,Não,Não,,Negativa,Sim,Tarja Vermelha (*),"","","","","","","","",""
PERÓXIDO DE URÉIA,33.173.097/0002-74,CELLERA FARMACÊUTICA S.A.,514000101135410,1044000050025,7893454300115,    -,    -,ACERATUM,SOL OTO CT FR PLAS OPC GOT X 10 ML,S2D1 - PRODUTOS PARA REMOÇÃO DA CERA DOS OUVIDOS,Similar,Liberado,1044,1169,1351,1445,1258,1455,1265,1465,1273,1507,819,917,1060,1134,987,1142,993,1150,999,Não,1182,Não,Não,Não,,Negativa,Sim,Tarja Venda Livre,"","","","","","","","",""
PERSEA AMERICANA MILL.;GLYCINE MAX (L.) MERR.,56.998.701/0001-16,ABBOTT LABORATÓRIOS DO BRASIL LTDA,500220100046407,1055303560048,7896255766906,    -,    -,PIASCLEDINE,(100 + 200) MG CAP DURA CT BL AL PLAS PVC 250 PVDC 90 TRANS X 30,M5X - TODOS OS OUTROS FÁRMACOS COM AÇÃO MÚSCULO-ESQUELÉTICA,Fitoterápico,Liberado,16528,18511,21391,22875,19913,23034,20034,23196,20156,23868,12970,14526,16786,17950,15626,18075,15721,18202,15816,Não,18729,Não,Não,Não,,Negativa,Sim,Tarja Vermelha(*),"","","","","","","","",""
PERTACTINA;POLIOVÍRUS INATIVADOS TIPO 3;POLIOVÍRUS INATIVADOS TIPO 2;CONJUGADO DE POLISSACARÍDEO CAPSULAR DE HAEMOPHILUS INFLUENZAE TIPO B E TOXÓIDE TETÂNICO;POLIOVÍRUS INATIVADOS TIPO 1,33.247.743/0001-10,GLAXOSMITHKLINE BRASIL LTDA,510604201159310,1010701560013,7896015533427,    -,    -,INFANRIX PENTA,"PO LIOF INJ CT FA VD TRANS + SER VD TRANS DIL X 0,5 ML + 2 AGU",J7B1 - ASSOCIAÇÔES COM VACINA ANTITETÂNICA,Novo,Regulado,11447,11447,,,,,,,,,8982,8982,,,,,,,,Não,,Não,Sim,Não,,Positiva,Sim,Tarja  Vermelha,"","","","","","","","",""
PERTACTINA;TOXÓIDE DIFTÉRICO;FÍMBRIAS;HEMAGLUTININA FILAMENTOSA;TOXÓIDE PERTUSSIS;TOXÓIDE TETÂNICO,10.588.595/0010-92,SANOFI MEDLEY FARMACÊUTICA LTDA.,576720060072517,1832603460016,7891058021269,    -,    -,"VACINA ADSORVIDA DIFTERIA, TÉTANO E PERTUSIS (ACELULAR)","1 DOSE IMU SUS INJ CT FR VD TRANS X 0,5ML ",J7B1 - ASSOCIAÇÔES COM VACINA ANTITETÂNICA,'-(*),Regulado,4885,4885,,,,,,,,,3833,3833,,,,,,,,Não,,Não,Sim,Não,,Positiva,Não,Tarja -(*),"","","","","","","","",""
PERTACTINA;TOXÓIDE DIFTÉRICO;HEMAGLUTININA FILAMENTOSA;AGLUTINÓGENOS FIMBRIAIS DE BORDETELLA PERTUSSIS DOS SOROTIPOS 2 E 3;TOXÓIDE TETÂNICO;TOXÓIDE PERTUSSIS,10.588.595/0010-92,SANOFI MEDLEY FARMACÊUTICA LTDA.,576720060074617,1832604000019,7891058021276,    -,    -,ADACEL,"SUS INJ CT FA VD TRANS X 0,5 ML ",J7B1 - ASSOCIAÇÔES COM VACINA ANTITETÂNICA,Biológico,Regulado,9636,9636,,,,,,,,,7561,7561,,,,,,,,Não,,Não,Sim,Não,,Positiva,Sim,Tarja -(*),"","","","","","","","",""
PERTACTINA;TOXÓIDE DIFTÉRICO;HEMAGLUTININA FILAMENTOSA;TOXÓIDE TETÂNICO;TOXÓIDE PERTUSSIS,33.247.743/0001-10,GLAXOSMITHKLINE BRASIL LTDA,510606301150311,1010701610010,7896015520007,    -,    -,REFORTRIX,"SUS INJ CT SER PREENC VD TRANS X 0,5 ML",J7B1 - ASSOCIAÇÔES COM VACINA ANTITETÂNICA,Novo,Regulado,9636,9636,10950,11610,11610,11680,11680,11751,11751,12045,7561,7561,8592,9110,9110,9165,9165,9221,9221,Não,9452,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,"","","","","","","","",""
PERTACTINA;TOXÓIDE DIFTÉRICO;POLIOVÍRUS INATIVADOS TIPO 3;POLIOVÍRUS INATIVADOS TIPO 2;HEMAGLUTININA FILAMENTOSA;AGLUTINÓGENOS FIMBRIAIS DE BORDETELLA PERTUSSIS DOS SOROTIPOS 2 E 3;POLIOVÍRUS INATIVADOS TIPO 1;TOXÓIDE TETÂNICO;TOXÓIDE PERTUSSIS,10.588.595/0010-92,SANOFI MEDLEY FARMACÊUTICA LTDA.,576720040062417,1832603990023,7891058022877,    -,    -,ADACEL POLIO,"SUS INJ CT SER PREENC VD TRANS X 0,5 ML + 2 AGU",J7B1 - ASSOCIAÇÔES COM VACINA ANTITETÂNICA,Biológico,Regulado,7166,7166,,,,,,,,,5623,5623,,,,,,,,Não,,Não,Sim,Não,,Positiva,Sim,Tarja -(*),"","","","","","","","",""
PERTACTINA;TOXÓIDE DIFTÉRICO;POLIOVÍRUS INATIVADOS TIPO 3;POLIOVÍRUS INATIVADOS TIPO 2;HEMAGLUTININA FILAMENTOSA;AGLUTINÓGENOS FIMBRIAIS DE BORDETELLA PERTUSSIS DOS SOROTIPOS 2 E 3;POLISSACARÍDEO DE HAEMOPHILUS INFLUENZAE TIPO B;POLIOVÍRUS INATIVADOS TIPO 1;TOXÓIDE PERTUSSIS;TOXÓIDE TETÂNICO,10.588.595/0010-92,SANOFI MEDLEY FARMACÊUTICA LTDA.,576720060072217,1832603920017,7891058021290,    -,    -,PEDIACEL,"SUS INJ CT FA VD TRANS X 0,5 ML ",J7B1 - ASSOCIAÇÔES COM VACINA ANTITETÂNICA,'-(*),Regulado,10499,10499,,,,,,,,,8239,8239,,,,,,,,Não,,Não,Sim,Não,,Positiva,Sim,Tarja -(*),"","","","","","","","",""
PERTUZUMABE,33.009.945/0001-23,PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.,529213110025202,1010006570014,7896226506401,    -,    -,PERJETA,420 MG SOL DIL INFUS CT FA VD TRANS X 14 ML,"L1G3 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, HER-2",Biológico,Regulado,999554,999554,1135857,1204282,1204282,1211580,1211580,1218968,1218968,1249443,784350,784350,891307,945000,945000,950727,950727,956524,956524,Sim,980438,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,"","","","","","","","",""
PEUMUS BOLDUS,92.762.277/0001-70,VIDORA FARMACÊUTICA LTDA,521820030001407,1047300360012,7897930011076,    -,    -,BOLDO KLEIN,"1,0 ML/ML TINT CT FR PLAS AMB X 120 ML + COP",A5A1 - COLERÉTICOS E COLECINÉTICOS,Fitoterápico,Liberado,588,659,762,814,709,820,713,826,718,850,461,517,598,639,556,643,559,648,564,Não,667,Não,Não,Não,,Negativa,Sim,Tarja -(*),"","","","","","","","",""
PIBRENTASVIR;GLECAPREVIR HIDRATADO,15.800.545/0001-50,ABBVIE FARMACÊUTICA LTDA.,543718050003302,1986000130011,8054083015101,    -,    -,MAVIRET,"(100,0 + 40,0) MG COM REV CT BL AL PLAS PVC/PE/PCTFE TRANS X 84",J05B1 - PRODUTOS PARA HEPATITES VIRAIS,Novo,Regulado,3653357,4091761,4728390,5056304,4401634,5091620,4428312,5127431,4455314,5275880,2866789,3210805,3710368,3967682,3453962,3995394,3474896,4023495,3496085,Não,4139983,Sim,Não,Não,,Negativa,Sim,Tarja Vermelha(*),"","","","","","","","",""
PICOSSULFATO DE SÓDIO,60.862.208/0001-41,FARMACIA E LABORATORIO HOMEOPATICO ALMEIDA PRADO LTDA,535123101111414,1026600510025,7898037080460,    -,    -,COMPLEXO SENNA ALMEIDA PRADO Nº 46,"0,005 G + 0,02 G + 0,015 G + 0,015 G COM CT TB PLAS OPC X 60",A6A2 - LAXANTES ESTIMULANTES,Novo,Liberado,1731,1939,2241,2396,2086,2413,2098,2430,2111,2500,1358,1522,1759,1880,1637,1894,1646,1907,1656,Não,1962,Não,Não,Não,,Negativa,Sim,Tarja Venda Livre,"","","","","","","","",""
PICOSSULFATO DE SÓDIO MONOIDRATADO,10.588.595/0010-92,SANOFI MEDLEY FARMACÊUTICA LTDA.,576720080085517,1832604290025,7891058021689,    -,    -,GUTTALAX,"7,5 MG/ML SOL OR CT FR GOT PLAS PEAD OPC X 30 ML",A6A2 - LAXANTES ESTIMULANTES,Novo,Liberado,1476,1653,1910,2043,1778,2057,1789,2071,1800,2131,1158,1297,1499,1603,1395,1614,1404,1625,1412,Não,1672,Não,Não,Não,,Negativa,Sim,Tarja Venda Livre/Sem Tarja (*),"","","","","","","","",""
PIDOLATO DE PIRIDOXINA,61.150.447/0001-31,LABORATÓRIOS BALDACCI LTDA,521002801110318,1014600870011,7897851220243,    -,    -,METADOXIL,500 MG COM REV CT BL AL PLAS OPC X 30 &nbsp;01,N7E - PRODUTOS USADOS EM DEPENDÊNCIA ALCOÓLICA,Novo,Regulado,3271,3663,4233,4526,3940,4558,3964,4590,3988,4723,2567,2874,3322,3552,3092,3577,3110,3602,3129,Não,3706,Não,Não,Não,,Negativa,Sim,Tarja  Vermelha,"","","","","","","","",""
PIMECROLIMO,11.643.096/0001-22,MYLAN LABORATORIOS LTDA,541518090008017,1883000300011,7898560663482,    -,    -,ELIDEL,10 MG / G CREME DERM CT BG AL X 15 G,D5X - OUTROS PRODUTOS ANTI-INFLAMATÓRIOS NÃO ESTEROIDAIS DERMATOLÓGICOS,Novo,Regulado,12129,12129,13783,14613,14613,14702,14702,14791,14791,15161,9518,9518,10816,11467,11467,11537,11537,11606,11606,Não,11897,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,"","","","","","","","",""
PIMOZIDA,51.780.468/0001-87,JANSSEN-CILAG FARMACÊUTICA LTDA,514502802113314,1123600060021,7896212469093,    -,    -,ORAP,4 MG COM CT BL AL PLAS INC X 20,N5A9 - ANTIPSICÓTICOS CONVENCIONAIS,Novo,Regulado,1598,1598,1816,1925,1925,1937,1937,1949,1949,1998,1254,1254,1425,1511,1511,1520,1520,1529,1529,Não,1568,Não,Não,Não,,Positiva,Não,Tarja  Vermelha,"","","","","","","","",""
PINDOLOL,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,526516301115417,1006800620024,7896261002999,    -,    -,VISKEN,10 MG COM CT 2 BL AL PLAS INC X 10,C7A0 - BETABLOQUEADORES PUROS,Novo,Regulado,3590,3590,4080,4325,4325,4352,4352,4378,4378,4488,2817,2817,3202,3394,3394,3415,3415,3435,3435,Não,3522,Não,Não,Não,,Positiva,Não,Tarja  Vermelha,"","","","","","","","",""
PINUS PINASTER AITON,33.349.473/0001-58,FARMOQUÍMICA S/A,509019120022107,1039001810066,7898040322670,    -,    -,FLEBON,50 MG COM CT BL AL PLAS TRANS X 30,C5C - VASOPROTETORES SISTÊMICOS,Fitoterápico,Liberado,3655,4094,4731,5059,4404,5094,4431,5130,4458,5279,2868,3213,3712,3970,3456,3997,3477,4025,3498,Não,4142,Não,Não,Não,,Negativa,Sim,Tarja Vermelha(*),"","","","","","","","",""
PIPER METHYSTICUM,78.950.011/0001-20,HERBARIUM LABORATORIO BOTANICO LTDA,511419120005907,1186000330018,7896083400683,    -,    -,KAVA KAVA HERBARIUM,75 MG CAP GEL DURA CT BL AL PLAS TRANS X 45,N5B5 - HIPNÓTICOS E SEDATIVOS HERBÁCEOS,Fitoterápico,Liberado,2839,3180,3675,3930,3421,3957,3442,3985,3463,4100,2228,2495,2884,3084,2684,3105,2701,3127,2718,Não,3217,Não,Não,Não,,Negativa,Sim,Tarja  Vermelha,"","","","","","","","",""
PIPERACILINA SÓDICA,05.439.635/0001-03,ANTIBIÓTICOS DO BRASIL LTDA,501312090018206,1556200340029,7898924600887,    -,    -,PIPERACILINA SÓDICA+TAZOBACTAM SÓDICO,"2 G+ 0,25 G PO SOL INJ CT 10 FA VD TRANS",J1C2 - PENICILINAS INJETAVEIS DE AMPLO ESPECTRO,Genérico,Regulado,59129,59129,67192,71240,71240,71672,71672,72109,72109,73911,46399,46399,52726,55902,55902,56241,56241,56584,56584,Não,57998,Não,Não,Não,,Positiva,Sim,Tarja Vermelha (*),"","","","","","","","",""
PIPERACILINA SÓDICA;TAZOBACTAM,94.869.054/0001-31,LABORATÓRIOS LIBRA DO BRASIL LTDA,522015070004803,1206900410032,7730711010434,    -,    -,PIPERAZAM,4 G + 500 MG PO LIOF INJ CT 25 FA VD AMB  X 50 ML ,B1D - FIBRINOLÍTICOS,Similar,Regulado,221664,221664,251891,267065,267065,268684,268684,270322,270322,277080,173940,173940,197659,209566,209566,210836,210836,212122,212122,Sim,217425,Não,Não,Não,,Positiva,Não,Tarja  Vermelha,"","","","","","","","",""
PIPERACILINA;TAZOBACTAM,33.036.815/0001-80,QUIMICA HALLER LTDA,529620010000607,1020100620019,7898071221171,    -,    -,PIPERACILINA SÓDICA + TAZOBACTAM SÓDICO,4 G + 500 MG PÓ LIOF SUS INJ CT FA VD TRANS,J1C2 - PENICILINAS INJETAVEIS DE AMPLO ESPECTRO,Genérico,Regulado,9468,9468,,,,,,,,,7430,7430,,,,,,,,Sim,,Não,Sim,Não,,Positiva,Não,Tarja Vermelha(*),"","","","","","","","",""
PIRACETAM,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,552919060078917,1057305460012,7896181928690,    -,    -,NOOTRON,400 MG COM REV CT BL AL PLAS TRANS X 60,N6D - NOOTRÓPICOS,Similar,Regulado,2549,2549,2897,3071,3071,3090,3090,3109,3109,3186,2000,2000,2273,2410,2410,2425,2425,2440,2440,Não,2500,Não,Não,Não,,Positiva,Sim,Tarja Vermelha(*),"","","","","","","","",""
PIRACETAM;CINARIZINA,61.082.426/0002-07,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,540915110016917,1781700870012,7897322700366,    -,    -,EXIT,(400 + 25) MG COM REV CT BL AL PLAST TRANS X 20,N7C - ANTIVERTIGINOSOS,Similar,Regulado,1583,1583,1799,1907,1907,1919,1919,1930,1930,1979,1242,1242,1412,1496,1496,1506,1506,1514,1514,Não,1553,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),"","","","","","","","",""
PIRAZINAMIDA,43.640.754/0001-19,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,510004501119413,1103900920031,7895005800877,    -,    -,FURP- PIRAZINAMIDA,500 MG COM CX BL AL PLAS TRANS X 500,J4A1 - ANTITUBERCULOSOS PUROS,Similar,Regulado,18388,18388,20895,22154,22154,22288,22288,22424,22424,22985,14429,14429,16396,17384,17384,17489,17489,17596,17596,Sim,18036,Não,Não,Sim,,Positiva,Não,Tarja  Vermelha,"","","","","","","","",""
PIRFENIDONA,33.009.945/0001-23,PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.,529216090026702,1010006630017,7896226507002,    -,    -,ESBRIET,267 MG CAP DURA CT FR PLAS OPC X 270,L4X - OUTROS IMUNOSSUPRESSORES,Novo,Regulado,924709,924709,1050806,1114107,1114107,1120859,1120859,1127694,1127694,1155886,725619,725619,824567,874240,874240,879538,879538,884902,884902,Não,907024,Não,Não,Não,,Positiva,Sim,Tarja Vermelha(*),"","","","","","","","",""
PIRIDOXINA;ACETATO DE DEXAMETASONA;CIANOCOBALAMINA;TIAMINA,17.159.229/0001-76,LABORATÓRIO TEUTO BRASILEIRO S/A,520708401151414,1037000170039,7896112140221,    -,    -,DEXADOZE,4 MG/ML SUS INJ CT 3 AMP VD INC X1 ML + 5 MG/2 ML + 100 MG/ 2 ML + 100 MG/ 2 ML  SOL INJ CT 3 AMP VD INC X 2 ML&nbsp;01&nbsp;01,M1B - ASSOCIAÇÕES COM ANTIRREUMÁTICOS CORTICOSTERÓIDES,Similar,Regulado,2072,2072,2355,2496,2496,2512,2512,2527,2527,2590,1626,1626,1848,1959,1959,1971,1971,1983,1983,Não,2032,Não,Não,Não,,Positiva,Não,Tarja  Vermelha,"","","","","","","","",""
PIRIMETAMINA,33.349.473/0001-58,FARMOQUÍMICA S/A,509013120012403,1039001480015,7898040323288,    -,    -,DARAPRIM,25 MG COM CT BL  AL PLAS TRANS X 30,"P1D1 - ANTIMALÁRICOS, 1 INGREDIENTE",Novo,Regulado,196,196,223,236,236,238,238,239,239,245,154,154,175,185,185,187,187,188,188,Não,192,Não,Não,Não,,Positiva,Sim,Tarja Vermelha(*),"","","","","","","","",""
PIROXICAM,57.507.378/0003-65,EMS S/A,507720201119116,1023504680018,7896004705088,    -,    -,PIROXICAM,20 MG CAP GEL DURA CT BL AL PLAS INC X 10,M1A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS,Genérico,Regulado,1113,1113,1265,1341,1341,1349,1349,1357,1357,1391,873,873,993,1052,1052,1059,1059,1065,1065,Não,1091,Não,Não,Não,,Positiva,Sim,Tarja Vermelha(*),"","","","","","","","",""
PIROXICAM BETACICLODEXTRINA,61.363.032/0001-46,CHIESI FARMACÊUTICA LTDA,508501004111410,1005800970019,7896672202278,    -,    -,CICLADOL,20 MG COM CT BL PVC/PVDC OPC X 5,M1A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS,Similar,Regulado,2355,2355,2676,2837,2837,2855,2855,2872,2872,2944,1848,1848,2100,2226,2226,2240,2240,2254,2254,Não,2310,Não,Não,Não,,Positiva,Sim,Tarja Vermelha(*),"","","","","","","","",""
PITAVASTATINA CÁLCICA,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523719120040307,1003302060014,7896094209954,    -,    -,EBATZ,2 MG COM REV CT BL AL AL X 10,"C10A1 - ESTATINAS, INIBIDORES DA REDUTASE HMG-CoA",Similar,Regulado,2396,2684,3102,3317,2887,3340,2905,3363,2922,3461,1880,2106,2434,2603,2265,2621,2280,2639,2293,Não,2716,Não,Não,Não,,Negativa,Não,Tarja Vermelha(*),"","","","","","","","",""
PLANTAGO OVATA FORSSK.,60.726.692/0001-81,MARJAN INDÚSTRIA E COMÉRCIO LTDA,524820110011607,1015502440019,7896226103204,    -,    -,NORMATEN FIBER,"3,5 G PO EFEV CT 10 ENV X 5 G (SABOR ABACAXI)",A6A3 - LAXANTES INCREMENTADORES DO BOLO FECAL,Fitoterápico,Liberado,1971,2207,2550,2727,2374,2746,2389,2766,2403,2846,1547,1732,2001,2140,1863,2155,1875,2171,1886,Não,2233,Não,Não,Não,,Negativa,Não,Tarja -(*),"","","","","","","","",""
PLANTAGO OVATA FORSSK.;SENNA ALEXANDRINA MILL.,11.643.096/0001-22,MYLAN LABORATORIOS LTDA,541519120017117,1883000490015,7898560664311,    -,    -,AGIOLAX,"(520 MG/G + 22 MG/G) + 99,45 MG/G GRAN FR PLAS OPC 100 G",A6A3 - LAXANTES INCREMENTADORES DO BOLO FECAL,Fitoterápico,Liberado,5837,6538,7555,8079,7033,8136,7076,8193,7119,8430,4580,5130,5928,6340,5519,6384,5553,6429,5586,Não,6615,Não,Não,Não,,Negativa,Não,Tarja -(*),"","","","","","","","",""
